"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1001","I'm at Starbucks in Mishref https://t.co/JS1B3Y99qR",FALSE,0,NA,2016-08-23 14:20:48,FALSE,NA,"768090617163505668",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Psychorpio_",0,FALSE,FALSE,"48.06911091","29.28081895"
"1002","@Starbucks when will PSL be ""in stores""? <ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0083><ed><U+00A0><U+00BC><ed><U+00BE><U+0083><ed><U+00A0><U+00BC><ed><U+00BE><U+0083>",FALSE,0,"Starbucks",2016-08-23 14:20:47,FALSE,NA,"768090615649341440","30973","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CrystalSkies89",0,FALSE,FALSE,NA,NA
"1003","One of the best things about doing my work at @starbucks is that I smell like coffee for the rest of the day",FALSE,0,NA,2016-08-23 14:20:46,FALSE,NA,"768090608875417600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PrincessJosJos",0,FALSE,FALSE,NA,NA
"1004","I'm at Starbucks in Chicago, IL https://t.co/hGILeniIpZ",FALSE,0,NA,2016-08-23 14:20:45,FALSE,NA,"768090606547632128",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","pretty_in_city",0,FALSE,FALSE,"-87.63404","41.888912"
"1005","I'm gonna have to walk by a Starbucks everyday for class... Looks like another semester if being broke <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",FALSE,1,NA,2016-08-23 14:20:44,FALSE,NA,"768090601271287808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mikejwash",0,FALSE,FALSE,NA,NA
"1006","Starbucks date with my boss lmao",FALSE,0,NA,2016-08-23 14:20:44,FALSE,NA,"768090601044611072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RavenKiana",0,FALSE,FALSE,NA,NA
"1007","@thePhyllis Nope. It was on E North, above Liquid Hwy and Starbucks. Guess this guy wasn't the only one with that idea.",FALSE,0,"thePhyllis",2016-08-23 14:20:44,FALSE,"768082427478675457","768090599765475328","38267485","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThatNeilGuy",0,FALSE,FALSE,NA,NA
"1008","Enter to win $100 #Starbucks Gift Card and $100 Amazon Gift Card in the #Books &amp; #Coffee #Giveaway! https://t.co/HsiQUtcXyA",FALSE,0,NA,2016-08-23 14:20:43,FALSE,NA,"768090596896571393",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alee67",0,FALSE,FALSE,NA,NA
"1009","For moment <U+2615><U+FE0F><U+2615><U+FE0F><U+2615><U+FE0F> (at Starbucks Coffee Pare) — https://t.co/sxNvwErfIK",FALSE,0,NA,2016-08-23 14:20:38,FALSE,NA,"768090576885383168",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","fickin",0,FALSE,FALSE,"112.18028","-7.75419"
"1010","Join the Starbucks team! See our latest #job opening here: https://t.co/9EFSy6YczK #Hospitality 6908 ROCHESTER ROAD, #TROY, MI #Veterans",FALSE,0,NA,2016-08-23 14:20:32,FALSE,NA,"768090549567918081",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_MIT_HRTA",0,FALSE,FALSE,"-83.1298367","42.6217432"
"1011","I actually got the job at Starbucks with my boyfriend HOLY",FALSE,2,NA,2016-08-23 14:20:30,FALSE,NA,"768090541250621442",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilyjbomer",0,FALSE,FALSE,NA,NA
"1012","If you're up before 7 am Starbucks is essential",FALSE,0,NA,2016-08-23 14:20:29,FALSE,NA,"768090539019292672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CodyGross410",0,FALSE,FALSE,NA,NA
"1013","RT @rachaelrobbb: *tells lady at Starbucks my name is harambe*",FALSE,0,NA,2016-08-23 14:20:28,FALSE,NA,"768090535978467328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JayMahh85",1,TRUE,FALSE,NA,NA
"1014","Leaving in time to get Starbucks before work&gt;&gt;&gt;&gt;&gt;",FALSE,1,NA,2016-08-23 14:20:27,FALSE,NA,"768090531385577472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","camillionaire20",0,FALSE,FALSE,NA,NA
"1015","Don't push your luck or it's a small decaf at Starbucks.",FALSE,0,NA,2016-08-23 14:20:24,FALSE,NA,"768090517296979968",NA,"<a href=""https://twitter.com/PearlFBot"" rel=""nofollow"">PearlForresterBot</a>","PearlFBot",0,FALSE,FALSE,NA,NA
"1016","RT @Starbucks: You <ed><U+00A0><U+00BD><ed><U+00B2><U+00AD>ing what I'm <ed><U+00A0><U+00BD><ed><U+00B2><U+00AD>ing? #StarbucksDate #Teavana https://t.co/YTme9X7XE3",FALSE,0,NA,2016-08-23 14:20:21,FALSE,NA,"768090505431355392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","satinadreid78",603,TRUE,FALSE,NA,NA
"1017","Starbucks is always out of cold brew <ed><U+00A0><U+00BD><ed><U+00B8><U+009E><ed><U+00A0><U+00BD><ed><U+00B8><U+009E>",FALSE,2,NA,2016-08-23 14:20:18,FALSE,NA,"768090494345838592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","missalisha14",0,FALSE,FALSE,NA,NA
"1018","You just know the season gets closer when this is in your mailbox ! #PSLseason @Starbucks #PumpkinSpiceLatte https://t.co/6185f23NDD",FALSE,1,NA,2016-08-23 14:20:18,FALSE,NA,"768090490751320064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CuriousAxel",0,FALSE,FALSE,NA,NA
"1019","I can't stop thinking about you Starbucks",FALSE,0,NA,2016-08-23 14:20:10,FALSE,NA,"768090459977777152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nanaqueen23",0,FALSE,FALSE,NA,NA
"1020","I just used Punchcard at Starbucks, and won 10 Points! WOO HOO!!",FALSE,0,NA,2016-08-23 14:20:07,FALSE,NA,"768090446224625664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stephanie34sul1",0,FALSE,FALSE,NA,NA
"1021","Enter to win $100 #Starbucks Gift Card and $100 Amazon Gift Card in the #Books &amp; #Coffee #Giveaway! https://t.co/5JM1WVgsE2",FALSE,0,NA,2016-08-23 14:20:05,FALSE,NA,"768090436934205441",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","my4boysand1",0,FALSE,FALSE,NA,NA
"1022","When the drive thru lady at Starbucks cuts you off like bitch what if I wanted more things SO RUDE",FALSE,1,NA,2016-08-23 14:20:04,FALSE,NA,"768090435101204480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_kyyliee_",0,FALSE,FALSE,NA,NA
"1023","See our latest #job and click to apply: Barista (US) - https://t.co/lSffNGd6t3 #Hospitality #Veterans #Hiring #CareerArc",FALSE,0,NA,2016-08-23 14:20:01,FALSE,NA,"768090420802826240",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_RAM_hrta",0,FALSE,FALSE,"-73.9476617","41.5868272"
"1024","We're #hiring! Click to apply: Shift Supervisor (US) - https://t.co/RYX8AqyJpL #Job #Hospitality #Veterans #Jobs #CareerArc",FALSE,0,NA,2016-08-23 14:20:01,FALSE,NA,"768090420387586049",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_LAH_HRTA",0,FALSE,FALSE,"-93.7013425","32.5270632"
"1025","Enter to win $100 #Starbucks Gift Card and $100 Amazon Gift Card in the #Books &amp; #Coffee #Giveaway! https://t.co/Qir5zDchp5",FALSE,0,NA,2016-08-23 14:19:57,FALSE,NA,"768090405799800833",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Between_Books_",0,FALSE,FALSE,NA,NA
"1026","Are we certain that corporate gestures are ""non-market?"" Starbucks, JPMC, McDonalds need to compete for workers too https://t.co/tlaxXXwMC3",FALSE,0,NA,2016-08-23 14:19:54,FALSE,NA,"768090392763965444",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","berubea1",0,FALSE,FALSE,NA,NA
"1027","I'm at Starbucks in San Diego, CA https://t.co/0jAWGx9xtM",FALSE,0,NA,2016-08-23 14:19:50,FALSE,NA,"768090374917292032",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","rebeccaherman",0,FALSE,FALSE,"-117.12079069","32.915502"
"1028","halu starbucks",FALSE,0,NA,2016-08-23 14:19:49,FALSE,NA,"768090369040846848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nablnasharuddin",0,FALSE,FALSE,NA,NA
"1029","They won't let me inside with my Starbucks so I'm standing my ass outside to finish it<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> streamwood so annoying lmao",FALSE,3,NA,2016-08-23 14:19:42,FALSE,NA,"768090342071627776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","josiemarquezx",3,FALSE,FALSE,NA,NA
"1030","Enter to win $100 #Starbucks Gift Card and $100 Amazon Gift Card in the #Books &amp; #Coffee #Giveaway! https://t.co/Tqh9Iezff4",FALSE,0,NA,2016-08-23 14:19:42,FALSE,NA,"768090341182414848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rusthawk",0,FALSE,FALSE,NA,NA
"1031","Join the Starbucks team! See our latest #job opening here: https://t.co/koIZ1gxCB6 #Hospitality #Veterans #Hiring #CareerArc",FALSE,0,NA,2016-08-23 14:19:41,FALSE,NA,"768090337839452160",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_chi_hrta",0,FALSE,FALSE,"-88.047499","42.03877"
"1032","@Starbucks why can't I created an account using your app?(Country is defaulted to UK and u can't change it).#NeedCoffee no riddles! Fix pls.",FALSE,0,"Starbucks",2016-08-23 14:19:38,FALSE,NA,"768090324757454849","30973","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angelosm",0,FALSE,FALSE,NA,NA
"1033","Not cool. @Starbucks forgot the vanilla in my Cold Brew! Sweet'N Low just isn't the same <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB> #firstworldproblems https://t.co/mWk7KxVX00",FALSE,0,NA,2016-08-23 14:19:36,FALSE,NA,"768090314401681408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katrinamarie427",0,FALSE,FALSE,NA,NA
"1034","Want to work in 1455 NW 107TH AVENUE, #MIAMI, FL? View our latest opening: https://t.co/dr2XPP3636 #Job #Hospitality #Veterans #Jobs",FALSE,0,NA,2016-08-23 14:19:30,FALSE,NA,"768090291634966528",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_mia_hrta",0,FALSE,FALSE,"-80.3680518","25.7549363"
"1035","Interested in a #job near ? This could be a great fit: https://t.co/8Z3T5XuxbF #Hospitality #Veterans #Hiring #CareerArc",FALSE,0,NA,2016-08-23 14:19:30,FALSE,NA,"768090291471462401",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_bos_hrta",0,FALSE,FALSE,"-71.1340793","42.3484663"
"1036","@Starbucks sent me a free drink for my #birthday I went to redeem it today &amp; it's not in the app @DunkinDonuts gave me until Nov #epicfail <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",FALSE,1,"Starbucks",2016-08-23 14:19:29,FALSE,NA,"768090285003923456","30973","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","48hippo",0,FALSE,FALSE,NA,NA
"1037","I'm at Starbucks in Lat Phrao, Bangkok https://t.co/0St1y8sLjd",FALSE,0,NA,2016-08-23 14:19:25,FALSE,NA,"768090271863144453",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","NookWiramon",0,FALSE,FALSE,NA,NA
"1038","I'm at Starbucks and some lady is complaining ab what ppl order. I don't see why it matters",FALSE,3,NA,2016-08-23 14:19:25,FALSE,NA,"768090268763459584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CokeQueenSenia",0,FALSE,FALSE,NA,NA
"1039","RT @dshapMENTOR: Thanks @Starbucks for supporting mentoring. https://t.co/X2TiXaafoX",FALSE,0,NA,2016-08-23 14:19:17,FALSE,NA,"768090234890387456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CollegeMentors",1,TRUE,FALSE,NA,NA
"1040","Catching up on Flipping Out and Gage has me <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Needles, boobies, Starbucks...oh my! #FlippingOut",FALSE,0,NA,2016-08-23 14:19:16,FALSE,NA,"768090232935817216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Just_Meisha",0,FALSE,FALSE,NA,NA
"1041","Want to work in #Milltown, NJ? View our latest opening: https://t.co/vlWIH4kYRZ #Job #barista #Hospitality #Jobs #Hiring",FALSE,0,NA,2016-08-23 14:19:09,FALSE,NA,"768090202275319808",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","HMSHostCareers",0,FALSE,FALSE,"-74.4432073","40.4562164"
"1042","i am a starbucks hoe",FALSE,0,NA,2016-08-23 14:19:08,FALSE,NA,"768090198588657664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aIoofness",0,FALSE,FALSE,NA,NA
"1043","I'm at Starbucks in San Francisco, CA https://t.co/Yeals3bDRp",FALSE,0,NA,2016-08-23 14:19:08,FALSE,NA,"768090196822798336",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","miss_gwynie",0,FALSE,FALSE,"-122.39341206","37.77690184"
"1044","RT @Nic: starbucks is packed with deaf signing people, so my 'Ms. Booty' ringtone offends no one",FALSE,0,NA,2016-08-23 14:19:01,FALSE,NA,"768090169991892992",NA,"<a href=""http://tinysubversions.com"" rel=""nofollow"">veryoldtweets</a>","VeryOldTweets",3,TRUE,FALSE,NA,NA
"1045","Waterford is getting its first Starbucks and the excitement is palpable. I hope you like photos of Starbucks cups cos I'm gonna post LOADS",FALSE,8,NA,2016-08-23 14:18:59,FALSE,NA,"768090159673909248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alan_maguire",0,FALSE,FALSE,NA,NA
"1046","RT @Starbucks: 3 ways to brighten your day: <U+2600><U+FE0F>, bubbles &amp; ordering your #Teavana <U+2728>sparking<U+2728>. #MBTL #PGTL https://t.co/65nv7sX0Ag",FALSE,0,NA,2016-08-23 14:18:54,FALSE,NA,"768090139801247745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnapartments",114,TRUE,FALSE,NA,NA
"1047","RT @Starbucks: You <ed><U+00A0><U+00BD><ed><U+00B2><U+00AD>ing what I'm <ed><U+00A0><U+00BD><ed><U+00B2><U+00AD>ing? #StarbucksDate #Teavana https://t.co/YTme9X7XE3",FALSE,0,NA,2016-08-23 14:18:54,FALSE,NA,"768090138630955008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarieSalaza",603,TRUE,FALSE,NA,NA
"1048","The people at the lowder Starbucks could stand to work on their time management skills",FALSE,3,NA,2016-08-23 14:18:52,FALSE,NA,"768090132880691204",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taylrthacreator",0,FALSE,FALSE,NA,NA
"1049","@katherinelf22 @Starbucks I've been trying! They're always out when I ask for it.",FALSE,0,"katherinelf22",2016-08-23 14:18:52,FALSE,"763800921784528896","768090130175315968","295163983","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaimichnew",0,FALSE,FALSE,NA,NA
"1050","RT @NaughtyNovels: Two men in Starbucks talking about how much Jesus has done for them and in their lives &amp; I'm over here in the corner...…",FALSE,0,NA,2016-08-23 14:18:50,FALSE,NA,"768090123120603136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RumDrunk1275",3,TRUE,FALSE,NA,NA
"1051","""It's my wife's birthday man. She's gotta come before sports"" 

- man to his friend in Starbucks",FALSE,1,NA,2016-08-23 14:18:44,FALSE,NA,"768090098353246209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_vrae",0,FALSE,FALSE,NA,NA
"1052","RT @Chiappetta2390: Naples starbucks on pine ridge road, anyone guess who that is? I cant see him https://t.co/tKmFU0b5s6",FALSE,0,NA,2016-08-23 14:18:43,FALSE,NA,"768090094641307648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pam_sharleen",90,TRUE,FALSE,NA,NA
"1053","My 9yo proposed having #Hamilton day @Starbucks: every order starts by asking, ""What's your name, man?""",FALSE,4,NA,2016-08-23 14:18:43,FALSE,NA,"768090094217621504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andriakbrown",0,FALSE,FALSE,NA,NA
"1054","I'm at @Starbucks in Al Zour, Al Ahmadi https://t.co/RcdAECBScN",FALSE,0,NA,2016-08-23 14:18:39,FALSE,NA,"768090077612433408",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","ArAlmarshoud",0,FALSE,FALSE,"48.28495559","28.73155006"
"1055","Just posted a photo @ Starbucks https://t.co/k8O87OVjMl",FALSE,0,NA,2016-08-23 14:18:39,FALSE,NA,"768090077075415040",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","djfullmoon",0,FALSE,FALSE,"-88.11774","30.654526"
"1056","Join the Starbucks team! See our latest #job opening here: https://t.co/632gNjnpLV #Hospitality 3330 PEIDMONT ROAD, #ATLANTA, GA #Veterans",FALSE,0,NA,2016-08-23 14:18:39,FALSE,NA,"768090075238273024",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_atl_hrta",0,FALSE,FALSE,"-84.3737205","33.846072"
"1057","I'm at Starbucks Coffee in Makati City, Metro Manila https://t.co/ZA2DFQhbwe",FALSE,0,NA,2016-08-23 14:18:38,FALSE,NA,"768090074621894656",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","katpills",0,FALSE,FALSE,"121.02971435","14.56503834"
"1058","RT @Dancewtania: Starbucks needs to hurry cause a nigga late",FALSE,0,NA,2016-08-23 14:18:38,FALSE,NA,"768090074395193344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nattybby06",1,TRUE,FALSE,NA,NA
"1059","I'm at @Starbucks in Al Zour, Al Ahmadi https://t.co/ApWMyHb6rG",FALSE,0,NA,2016-08-23 14:18:32,FALSE,NA,"768090049779040256",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","salarbeed501",0,FALSE,FALSE,"48.28495559","28.73155006"
"1060","RT @omagazinegroup: Imaginative Collaboration Spotify X Starbucks #O+ #Graphic #Illustration https://t.co/CxrxsdtHsR",FALSE,0,NA,2016-08-23 14:18:32,FALSE,NA,"768090047849570304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nouraeljerbi",1,TRUE,FALSE,NA,NA
"1061","Late af so i stop for Starbucks",FALSE,1,NA,2016-08-23 14:18:31,FALSE,NA,"768090045764993024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","merrrrh",0,FALSE,FALSE,NA,NA
"1062","Can you recommend anyone for this #job? Barista (CA) - https://t.co/ge3ByZw8jY #Hospitality 1997 BLOOR ST W, #TORONTO, ON #Veterans #Hiring",FALSE,0,NA,2016-08-23 14:18:28,FALSE,NA,"768090030778703872",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_gta_hrta",0,FALSE,FALSE,"-79.4708218","43.6521306"
"1063","RT @NaughtyNovels: Two men in Starbucks talking about how much Jesus has done for them and in their lives &amp; I'm over here in the corner...…",FALSE,0,NA,2016-08-23 14:18:22,FALSE,NA,"768090006091141121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TorisNinjaSpidr",3,TRUE,FALSE,NA,NA
"1064","Just wasted $4 at Starbucks on the nastiest cup of tea I've ever had",FALSE,0,NA,2016-08-23 14:18:20,FALSE,NA,"768089999334047744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HashtagMeg_",0,FALSE,FALSE,NA,NA
"1065","I'm at Starbucks in Dubai https://t.co/Kl0u5jZiXz",FALSE,0,NA,2016-08-23 14:18:19,FALSE,NA,"768089991889256449",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","dak_65",0,FALSE,FALSE,"55.19868031","25.11793625"
"1066","Can you recommend anyone for this #job? https://t.co/ZWT8vlmKmO #Hospitality 5723 COVENTRY LANE, #FORTWAYNE, IN #Veterans #Hiring",FALSE,0,NA,2016-08-23 14:18:17,FALSE,NA,"768089986608398336",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ind_hrta",0,FALSE,FALSE,"-85.2596512","41.0326993"
"1067","While in @Starbucks overheard a sales rep for @solarcity talking biz: sounds like sales are down. Is Is #solarenergy sustainable?",FALSE,1,NA,2016-08-23 14:18:17,FALSE,NA,"768089982909157376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LanceVincent57",0,FALSE,FALSE,NA,NA
"1068","Starbucks makes me so happy with the free drink for your bday <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,1,NA,2016-08-23 14:18:14,FALSE,NA,"768089970934288384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LadyMaggieD",0,FALSE,FALSE,NA,NA
"1069","RT @EricMorath: What do McDonald's, Starbucks, JPMorgan and Nationwide have in common?
All raised the company minimum wage.
https://t.co/1U…",FALSE,0,NA,2016-08-23 14:18:12,FALSE,NA,"768089962159886337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sureshdr",17,TRUE,FALSE,NA,NA
"1070","RT @cashmoneycarly_: ""no offense but why do they only have one Starbucks at the mall where all the white folks go""",FALSE,0,NA,2016-08-23 14:18:12,FALSE,NA,"768089962017267714",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SyedMyra",2,TRUE,FALSE,NA,NA
"1071","#3 cheese quiche nya starbucks",FALSE,0,"supremedesu",2016-08-23 14:18:09,FALSE,"768089835282182144","768089950587801600","42010474","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","supremedesu",0,FALSE,FALSE,NA,NA
"1072","When UC the girl sitting on the sidwalk with her cardboard sign begging while holding her groomed Yorkie &amp;sipping starbucks #BrokeIsRelative",FALSE,0,NA,2016-08-23 14:18:08,FALSE,NA,"768089948037808128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","BullyRingo",0,FALSE,FALSE,NA,NA
"1073","I want Starbucks <U+2639><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+0094>!",FALSE,0,NA,2016-08-23 14:18:08,FALSE,NA,"768089946360016896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__a193",0,FALSE,FALSE,NA,NA
"1074","I'm at @Starbucks in Vadhana, Bangkok https://t.co/72XzlZMXQe https://t.co/ihistmJoPe",FALSE,0,NA,2016-08-23 14:18:07,FALSE,NA,"768089942765469696",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","_fiirm",0,FALSE,FALSE,NA,NA
"1075","Enter to win $100 #Starbucks Gift Card and $100 Amazon Gift Card in the #Books &amp; #Coffee #Giveaway! https://t.co/HJ8iek61XT",FALSE,1,NA,2016-08-23 14:18:04,FALSE,NA,"768089929184346112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NoraAdrienne",0,FALSE,FALSE,NA,NA
"1076","It's so funny being at Starbucks looking around at the people <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,NA,2016-08-23 14:18:04,FALSE,NA,"768089928785879041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EsteeLovettx3",0,FALSE,FALSE,NA,NA
"1077","I'm at Starbucks in Washington, DC https://t.co/fipy263C9C",FALSE,0,NA,2016-08-23 14:18:02,FALSE,NA,"768089920250544128",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","craig_mayers",0,FALSE,FALSE,NA,NA
"1078","Who orders a venti lemonade at 9:17 am? I would like to file a formal complaint against this menace. @Starbucks",FALSE,0,NA,2016-08-23 14:18:00,FALSE,NA,"768089915628421120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KevinKovanich",0,FALSE,FALSE,NA,NA
"1079","When you order a coconut milk hot chocolate @Starbucks when you're lactose intolerant, but they give you a regular hot chocolate #sendhelp <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB>",FALSE,0,NA,2016-08-23 14:18:00,FALSE,NA,"768089912226615297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BriannaMelendez",0,FALSE,FALSE,NA,NA
"1080","We're #hiring! Click to apply: Shift Supervisor (US) - https://t.co/3azXxPJc9r #Job #Hospitality 1303 S. 72ND STREET, #OMAHA, NE #Veterans",FALSE,0,NA,2016-08-23 14:17:57,FALSE,NA,"768089899949920256",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_NEO_HRTA",0,FALSE,FALSE,"-96.0238312","41.2466096"
"1081","#omg my #PSL email just arrived! The season has arrived! #PumpkinSpiceLatte <ed><U+00A0><U+00BC><ed><U+00BD><U+0082><ed><U+00A0><U+00BC><ed><U+00BE><U+0083> #starbucks",FALSE,1,NA,2016-08-23 14:17:54,FALSE,NA,"768089889225052160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thegunit14",0,FALSE,FALSE,NA,NA
"1082","ah yes, another year that I can't have @TheRealPSL because @Starbucks refuses to make it vegan  ¯\_(<U+30C4>)_/¯ https://t.co/gWciG8zv8b",FALSE,0,NA,2016-08-23 14:17:50,FALSE,NA,"768089871340670976",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","rissatho",0,FALSE,FALSE,NA,NA
